Κωδικός;Όνομα;Είδη - Λιανική Τιμή;1η Μ.Μ.;Κλάση Φ.Π.Α.
1080504931;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1' Θ-Θ SMART FORM (1930) BF;30,132;TEMAXIA;Κανονικός
1080504930;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 3/4 Θ-Θ SMART FORM (1930) BF;22,32;TEMAXIA;Κανονικός
1080503913;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 11/4 Α-Θ SMART FORM (1911) BF;55,18;TEMAXIA;Κανονικός
1080503912;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1' Α-Θ SMART FORM (1911) BF;31,372;TEMAXIA;Κανονικός
1080503911;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 3/4 Α-Θ SMART FORM (1911) BF;22,94;TEMAXIA;Κανονικός
1080502914;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 11/4 Α-Θ STATUS FORM (911) BF;70,308;TEMAXIA;Κανονικός
1080502913;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1' Α-Θ STATUS FORM (911) BF;38,998;TEMAXIA;Κανονικός
1080502912;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 3/4 Α-Θ STATUS FORM (911) BF;29,946;TEMAXIA;Κανονικός
1080502911;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1/2  Α-Θ STATUS FORM (911) BF;26,97;TEMAXIA;Κανονικός
1080501913;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1ΡΑΚΟΡ 11/4 SMART FORM (1910) BF;71,548;TEMAXIA;Κανονικός
1080501912;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1ΡΑΚΟΡ 1¨ SMART FORM (1910)BF;39,68;TEMAXIA;Κανονικός
1080501911;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1ΡΑΚΟΡ 3/4 SMART FORM (1910)BF;35,712;TEMAXIA;Κανονικός
1080501910;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1/2 STATUS FORM (910) BF;32,24;TEMAXIA;Κανονικός
1080500933;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 11/4 Θ-Θ STATUS FORM (930) BF;69,068;TEMAXIA;Κανονικός
1080500932;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1' Θ-Θ STATUS FORM (930) BF;37,758;TEMAXIA;Κανονικός
1080500931;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 3/4 Θ-Θ STATUS FORM (930) BF;29,326;TEMAXIA;Κανονικός
1080500930;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1/2 Θ-Θ STATUS FORM (930) BF;26,784;TEMAXIA;Κανονικός
1080500923;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 11/4 STATUS FORM 2 ΡΑΚ. (920) BF;104,78;TEMAXIA;Κανονικός
1080500922;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1'STATUS FORM 2 ΡΑΚ. (920) BF;60,016;TEMAXIA;Κανονικός
1080500921;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 3/4 STATUS 2 ΡΑΚ (920) BF;57,536;TEMAXIA;Κανονικός
1080500920;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1/2 STATUS FORM 2 ΡΑΚ.(920) BF;39,68;TEMAXIA;Κανονικός
1080500913;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 11/4 STATUS FORM (910) BF;86,8;TEMAXIA;Κανονικός
1080500912;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1' STATUS FORM (910) BF;47,74;TEMAXIA;Κανονικός
1080500911;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 3/4  STATUS FORM (910) BF;42,16;TEMAXIA;Κανονικός
1080500910;ΚΟΡΜΟΣ ΔΙΟΔΗ ΒΑΝΑ 1/2 STATUS FORM (930) BF;26,784;TEMAXIA;Κανονικός
1080402900;ΜΕΙΩΤΗΡΑΣ ΔΙΠΛΗΣ ΚΑΤΕΥΘ.POWER FORM (2900) BF;148,8;TEMAXIA;Κανονικός
1080402190;ΜΕΙΩΤΗΡΑΣ 2 ΚΑΤΕΥΘ. 2ΕΝΤΟΛΩΝ SMART FORM (2190) BF;121,52;TEMAXIA;Κανονικός
1080401900;ΜΕΙΩΤΗΡΑΣ 2 ΚΑΤΕΥΘ. 1ΕΝΤΟΛΗΣ SMART FORM (1900) BF;111,6;TEMAXIA;Κανονικός
1080400900;ΜΕΙΩΤΗΡΑΣ ΔΙΠΛΗΣ ΚΑΤΕΥΘ.POWER FORM (1900) BF;136,4;TEMAXIA;Κανονικός
1080301606;ΔΙΑΚ.ΚΑΛ.ΙΣΙΟΙ 24Χ19  SMART( 1606) BF;12,276;TEMAXIA;Κανονικός
1080301605;ΔΙΑΚ.ΚΑΛ.ΙΣΙΟΙ  SMART FORM (1605) BF;12,2884;TEMAXIA;Κανονικός
1080301604;ΔΙΑΚ.ΚΑΛ.ΓΩΝ.24Χ19 SMART (1604) BF;11,904;TEMAXIA;Κανονικός
1080301603;ΔΙΑΚ.ΚΑΛ.ΓΩΝ.SMART FORM (1603) BF;11,9288;TEMAXIA;Κανονικός
1080300707;ΔΙΑΚ.ΚΑΛ.ΘΕΡΜ.ΚΕΦ.ΔΙΠΛΟΣ STATUS FORM (707) BF;27,28;TEMAXIA;Κανονικός
1080300705;ΔΙΑΚ.ΚΑΛ.ΘΕΡΜ.ΚΕΦ.ΙΣΙΟΣ STATUS FORM (705) BF;22,692;TEMAXIA;Κανονικός
1080300703;ΔΙΑΚ.ΚΑΛ.ΘΕΡΜ.ΚΕΦ.ΓΩΝ.STATUS FORM (703) BF;21,7;TEMAXIA;Κανονικός
1080300622;ΔΙΑΚ.ΡΥΘΜ. ΙΣΙΟΣ (24Χ19) (2606) BF;12,276;TEMAXIA;Κανονικός
1080300621;ΔΙΑΚ.ΕΝΣ.ΒΡ.ΙΣΙΟΣ (621)  BF;35,216;TEMAXIA;Κανονικός
1080300620;ΔΙΑΚ.ΕΝΣ.ΒΡ.ΙΣΙΟΣ BY PASS ΗΤΑ (620) BF;41,664;TEMAXIA;Κανονικός
1080300611;ΔΙΑΚ.ΕΝΣ.ΒΡ.ΓΩΝ.(611) BF;34,472;TEMAXIA;Κανονικός
1080300610;ΔΙΑΚ.ΕΝΣ.ΒΡ.ΓΩΝ.BY PASS ΗΤΑ (610) BF;40,92;TEMAXIA;Κανονικός
1080300606;ΔΙΑΚ.ΚΑΛ.ΙΣΙΟΣ 24Χ19 STATUS (606) BF;16,368;TEMAXIA;Κανονικός
1080300605;ΔΙΑΚ.ΚΑΛΟΡΙΦΕΡ ΙΣΙΟΣ STATUS FORM (605) BF;16,368;TEMAXIA;Κανονικός
1080300604;ΔΙΑΚ.ΚΑΛ.ΓΩΝ.24Χ19 STATUS (604) BF;15,376;TEMAXIA;Κανονικός
1080300603;ΔΙΑΚ.ΚΑΛΟΡΙΦΕΡ ΓΩΝ.STATUS FORM (603) BF;15,376;TEMAXIA;Κανονικός
1080300168;ΣΕΤ ΜΕΤΑΤΡ.ΔΙΑΚ.ΕΞ.ΒΡ.ECO (168) BF;38,44;TEMAXIA;Κανονικός
1080300167;ΣΕΤ ΜΕΤΑΤΡ.ΔΙΑΚ.ΕΞ.ΒΡ.SMART (167) BF;33,232;TEMAXIA;Κανονικός
1080300068;ΓΩΝΙΑ ΣΕΤ ΘΕΡΜ. ΚΕΦ.ECO HIT (68) BF;15,252;ΤΕΜΑΧΙΑ;Κανονικός
1080300067;ΓΩΝΙΑ ΣΕΤ ΘΕΡΜ.ΚΕΦ.MICRO&SMART (67) BF;10,292;TEMAXIA;Κανονικός
1080300052;ΣΩΛΗΝΑΚΙ ΔIAK.ΕΞ.ΒΡΟΓΧΟΥ (BF);5,952;TEMAXIA;Κανονικός
1080300051;ΜΑΣΤΟΣ ΣΩΛΗΝΑΚΙ 1/2 Φ15Χ15  ΧΡΩΜΕ ΟΡΕΙΧ (20) BF;6,944;TEMAXIA;Κανονικός
1080300050;ΣΩΛΗΝΑΚΙ ΠΕΤΣ. ΟΡΕΙΧ.Φ10 L50 (50) BF;5,27;TEMAXIA;Κανονικός
1080201700;ΘΕΡΜΟΣΤ.ΚΕΦΑΛΗ SMART (1700) BF;20,46;TEMAXIA;Κανονικός
1080200943;ΔΙΑΚ.ΠΕΤ/ΡΑΣ ΓΩΝ.ΘΕΡΜ MULTI DEAL.(943) BF;79,236;TEMAXIA;Κανονικός
1080200843;ΔΙΑΚ. ΠΕΤ/ΡΑΣ ΓΩΝ.MULTI DEAL (843) BF;71,548;ΤΕΜΑΧΙΑ;Κανονικός
1080200700;ΘΕΡΜΟΣΤ.ΚΕΦΑΛΗ STATUS (700) BF;24,428;TEMAXIA;Κανονικός
1080200644;ΔΙΑΚ.ΠΕΤ/ΡΑΣ ΧΡΩΜΕ MULTI DEAL (643) BF;71,052;TEMAXIA;Κανονικός
1080200643;ΔΙΑΚ. ΠΕΤ/ΡΑΣ ΛΕΥΚΟ MULTI DEAL(643) BF;56,296;TEMAXIA;Κανονικός
1080101670;ΔΙΑΚ.ΕΞ.ΒΡ.STATUS ΘΕΡΜ.ΚΕΦ.(1670) BF;79,36;TEMAXIA;Κανονικός
1080101650;ΔΙΑΚ.ΕΞ.ΒΡ. SMART FORM (1650) BF;41,664;TEMAXIA;Κανονικός
1080100691;ΔΙΑΚ.ΕΞ.ΒΡ.MICROFORM ΘΕΡΜ.ΚΕΦ.BY-PASS (691) BF;89,9;TEMAXIA;Κανονικός
1080100690;ΔΙΑΚ.ΕΞ.ΒΡ.MICROFORM ΘΕΡΜ.ΚΕΦ.BY- PASS (690) BF;93,992;TEMAXIA;Κανονικός
1080100681;ΔΙΑΚ.ΕΞ.ΒΡ.ΘΕΡΜ.ΚΕΦ.ECO HIT SMART (681) BF;96,72;TEMAXIA;Κανονικός
1080100680;ΔΙΑΚ.ΕΞ.ΒΡ.ΘΕΡΜ.ΚΕΦ.ECO HIT STATUS (680) BF;100,688;TEMAXIA;Κανονικός
1080100671;ΣΕΤ ΔΙΑΚ.ΕΞ.ΒΡ. SMART ΘΕΡΜ.ΚΕΦ.(1671) BF;75,268;TEMAXIA;Κανονικός
1080100670;ΔΙΑΚ.ΕΞ.ΒΡ.MICROFORM ΘΕΡΜ.ΚΕΦ.(670) BF;88,908;TEMAXIA;Κανονικός
1080100665;ΔΙΑΚ.ΕΣΩΤ.ΒΡ.ΑΠΛΟΣ BY-PASS (665) BF;47,244;TEMAXIA;Κανονικός
1080100660;ΔΙΑΚ.ΕΞ.ΒΡ.MICROFORM ΣΠΑΣΤΟΣ BY- PASS (660) BF;56,296;TEMAXIA;Κανονικός
1080100655;ΔΙΑΚ.ΕΣΩΤ.ΒΡ.ΑΠΛΟΣ (655) BF;42,16;TEMAXIA;Κανονικός
1080100650;ΔΙΑΚ.ΕΞ.ΒΡ.MICROFORM ΣΠΑΣΤΟΣ (650) BF;50,84;TEMAXIA;Κανονικός
1080100640;ΔΙΑΚ. ΕΞ.ΒΡ. ECO-HIT ΣΤΑΘΕΡΟΣ (640) BF;50,344;ΤΕΜΑΧΙΑ;Κανονικός
1070400002;ΡΑΚΟΡ ΘΗΛ.ΜΠΑΤ.BRONZE 1/2X3/8 Φ10;3,844;TEMAXIA;Κανονικός
1070400001;ΡΑΚΟΡ ΑΡΣ.ΜΠΑΤΑΡΙΩΝ Φ10-1/2  ΧΡΩΜΕ Β.Τ.;4,588;TEMAXIA;Κανονικός
1070300107;ΡΑΚΟΡ ΔΙΠΛΟ Μ.Σ. 28-28 ΟΡΕΙΧ.Β.Τ.;6,944;TEMAXIA;Κανονικός
1070300105;ΡΑΚΟΡ ΔΙΠΛΟ Μ.Σ. 22-22 ΟΡΕΙΧ.Β.Τ.;5,58;TEMAXIA;Κανονικός
1070300104;ΡΑΚΟΡ ΔΙΠΛΟ Μ.Σ. 18-18 ΟΡΕΙΧ.Β.Τ.;5,332;TEMAXIA;Κανονικός
1070300103;ΡΑΚΟΡ ΔΙΠΛΟ Μ.Σ. 16-16 ΟΡΕΙΧ.Β.Τ.;4,96;TEMAXIA;Κανονικός
1070300101;ΡΑΚΟΡ ΔΙΠΛΟ Μ.Σ. 15-15 ΟΡΕΙΧ.Β.Τ.;3,72;TEMAXIA;Κανονικός
1070200109;ΡΑΚΟΡ ΘΗΛ.Μ.Σ.22-1 ΟΡΕΙΧ.Β.Τ.;7,812;TEMAXIA;Κανονικός
1070200108;ΡΑΚΟΡ ΘΗΛ.Μ.Σ.35-11/4 ΟΡΕΙΧ.Β.Τ.;13,454;TEMAXIA;Κανονικός
1070200107;ΡΑΚΟΡ ΘΗΛ.Μ.Σ.28-1 ΟΡΕΙΧ.Β.Τ.;9,672;TEMAXIA;Κανονικός
1070200106;ΡΑΚΟΡ ΘΗΛ.Μ.Σ.22-3/4 ΟΡΕΙΧ.Β.Τ.;6,696;TEMAXIA;Κανονικός
1070200105;ΡΑΚΟΡ ΘΗΛ.Μ.Σ.18-3/4 ΟΡΕΙΧ.Β.Τ.;6,2;TEMAXIA;Κανονικός
1070200104;ΡΑΚΟΡ ΘΗΛ.Μ.Σ.18-1/2 ΟΡΕΙΧ.Β.Τ.;4,464;TEMAXIA;Κανονικός
1070200103;ΡΑΚΟΡ ΘΗΛ.Μ.Σ.16-1/2 ΟΡΕΙΧ.Β.Τ.;3,348;TEMAXIA;Κανονικός
1070200102;ΡΑΚΟΡ ΘΗΛ.Μ.Σ.15-3/4 ΟΡΕΙΧ.Β.Τ.;2,7701;TEMAXIA;Κανονικός
1070200101;ΡΑΚΟΡ ΘΗΛ.Μ.Σ.15-1/2 ΟΡΕΙΧ.Β.Τ.;3,1;TEMAXIA;Κανονικός
1070100111;ΡΑΚΟΡ ΑΡΣ.Μ.Σ.28-1 1/4 ΟΡΕΙΧ.Β.Τ.;9,7265;TEMAXIA;Κανονικός
1070100110;ΡΑΚΟΡ ΑΡΣ.Μ.Σ.42-11/2 ΟΡΕΙΧ.Β.Τ.;25,854;TEMAXIA;Κανονικός
1070100108;ΡΑΚΟΡ ΑΡΣ.Μ.Σ.35-11/4 ΟΡΕΙΧ.Β.Τ.;17,05;TEMAXIA;Κανονικός
1070100107;ΡΑΚΟΡ ΑΡΣ.Μ.Σ.28-1 ΟΡΕΙΧ.Β.Τ.;8,68;TEMAXIA;Κανονικός
1070100106;ΡΑΚΟΡ ΑΡΣ.Μ.Σ.22-1 ΟΡΕΙΧ.Β.Τ.;7,44;TEMAXIA;Κανονικός
1070100105;ΡΑΚΟΡ ΑΡΣ.Μ.Σ.22-3/4 ΟΡΕΙΧ.Β.Τ.;4,836;TEMAXIA;Κανονικός
1070100104;ΡΑΚΟΡ ΑΡΣ.Μ.Σ.18-3/4 ΟΡΕΙΧ.Β.Τ.;4,712;TEMAXIA;Κανονικός
1070100103;ΡΑΚΟΡ ΑΡΣ.Μ.Σ.18-1/2 ΟΡΕΙΧ.Β.Τ.;4,34;TEMAXIA;Κανονικός
1070100102;ΡΑΚΟΡ ΑΡΣ.Μ.Σ.16-1/2 ΟΡΕΙΧ.Β.Τ.;3,224;TEMAXIA;Κανονικός
1070100101;ΡΑΚΟΡ ΑΡΣ.Μ.Σ.15-1/2 ΟΡΕΙΧ.Β.Τ.;2,5916;TEMAXIA;Κανονικός
1062201515;ΣΧΑΡΑΚΙΑ  ΑΣΦΑΛΕΙΑΣ 15Χ15  ΙΝΟΧ;10,85;TEMAXIA;Κανονικός
1062200120;ΣΧΑΡΑΚΙΑ  ΑΣΦΑΛΕΙΑΣ Φ120 INOX;4,464;TEMAXIA;Κανονικός
1062200100;ΣΧΑΡAKIA  ΑΣΦΑΛΕΙΑΣ Φ100 ΙΝΟΧ;4,216;TEMAXIA;Κανονικός
1062101515;ΣΧΑΡΑΚΙΑ 15Χ15 ΧΡΩΜΕ Β.Τ. CH;21,7;TEMAXIA;Κανονικός
1062101212;ΣΧΑΡΑΚΙΑ 12Χ12 ΧΡΩΜΕ Β.Τ. CH;30,38;ΤΕΜΑΧΙΑ;Κανονικός
1062100120;ΣΧΑΡΑΚΙΑ Φ120 ΧΡΩΜΕ Β.Τ. CH;26,9;TEMAXIA;Κανονικός
1062100100;ΣΧΑΡΑΚΙΑ Φ100 ΧΡΩΜΕ Β.Τ. CH;26,412;TEMAXIA;Κανονικός
1062100080;ΣΧΑΡΑΚΙΑ Φ80 ΧΡΩΜΕ CH;8,184;TEMAXIA;Κανονικός
1062100060;ΣΧΑΡAKIA Φ60 ΧΡΩΜΕ CH;6,324;TEMAXIA;Κανονικός
1062002020;ΣΧΑΡΑΚΙΑ 20Χ20 ΧΡΩΜΕ Ε.Τ.;33,356;TEMAXIA;Κανονικός
1062001515;ΣΧΑΡΑΚΙΑ.15Χ15 ΧΡΩΜΕ Ε.Τ.;8,06;TEMAXIA;Κανονικός
1062001212;ΣΧΑΡΑΚΙΑ.12Χ12 ΧΡΩΜΕ Ε.Τ.;4,712;TEMAXIA;Κανονικός
1062000120;ΣΧΑΡΑΚΙΑ Φ120 ΧΡΩΜΕ Ε.Τ;4,092;TEMAXIA;Κανονικός
1062000100;ΣΧΑΡΑΚΙΑ Φ100 ΧΡΩΜΕ Ε.Τ.;3,1;TEMAXIA;Κανονικός
1062000080;ΣΧΑΡΑΚΙΑ Φ80 ΧΡΩΜΕ Ε.Τ.;5,828;TEMAXIA;Κανονικός
1062000060;ΣΧΑΡΑΚΙΑ Φ60 ΧΡΩΜΕ Ε.Τ.;4,96;TEMAXIA;Κανονικός
1061400018;ΓΩΝΙΕΣ ΑΡΣ.18-3/4 ΟΡΕΙΧ.Ε.Τ.;4,712;TEMAXIA;Κανονικός
1061400016;ΓΩΝΙΕΣ ΑΡΣ.16-1/2 ΟΡΕΙΧ.Ε.Τ.;2,852;TEMAXIA;Κανονικός
1061400015;ΓΩΝΙΕΣ ΑΡΣ.15-1/2 ΟΡΕΙΧ.Ε.Τ.;2,356;TEMAXIA;Κανονικός
1061300015;ΓΩΝΙΕΣ ΘΗΛ.15-1/2 ΟΡΕΙΧ.Ε.Τ.;1,86;TEMAXIA;Κανονικός
1061300012;ΓΩΝΙΕΣ ΘΗΛ.12-1/2 ΟΡΕΙΧ.Ε.Τ.;2,604;TEMAXIA;Κανονικός
1061200018;ΜΑΣΤΟΙ ΘΗΛ.18-1/2 ΟΡΕΙΧ.Ε.Τ.;1,736;TEMAXIA;Κανονικός
1061200016;ΜΑΣΤΟΙ ΘΗΛ.16-1/2 ΟΡΕΙΧ.Ε.Τ.;2,604;TEMAXIA;Κανονικός
1061200015;ΜΑΣΤΟΙ ΘΗΛ.15-1/2 ΟΡΕΙΧ.Ε.Τ.;1,488;TEMAXIA;Κανονικός
1061100028;ΜΑΣΤΟΙ ΑΡΣ.28-1 ΟΡΕΙΧ.Ε.Τ.;2,604;TEMAXIA;Κανονικός
1061100016;ΜΑΣΤΟΙ ΑΡΣ.15-3/4 ΟΡΕΙΧ.Ε.Τ.;2,108;TEMAXIA;Κανονικός
1061100015;ΜΑΣΤΟΙ ΑΡΣ.15-1/2 ΟΡΕΙΧ.Ε.Τ.;0,744;TEMAXIA;Κανονικός
1061100005;ΜΑΣΤΟΙ ΑΡΣ.15-1/2 SUDO-PRESS;5,2576;TEMAXIA;Κανονικός
1060910108;ΡΑΚΟΡ ΚΟΛ.54-54 ΟΡΕΙΧ.Β.Τ.;124;TEMAXIA;Κανονικός
1060910107;ΡΑΚΟΡ ΚΟΛ. 42-42 ΟΡΕΙΧ.Β.Τ.;44,268;TEMAXIA;Κανονικός
1060910106;ΡΑΚΟΡ ΚΟΛ. 35-35 ΟΡΕΙΧ.Β.Τ.;34,1;TEMAXIA;Κανονικός
1060910105;ΡΑΚΟΡ ΚΟΛ. 28-28 ΟΡΕΙΧ.Β.Τ.;13,64;TEMAXIA;Κανονικός
1060910104;ΡΑΚΟΡ ΚΟΛ. 22-22 ΟΡΕΙΧ.Β.Τ.;9,548;TEMAXIA;Κανονικός
1060910103;ΡΑΚΟΡ ΚΟΛ. 18-18 ΟΡΕΙΧ.Β.Τ.;6,324;TEMAXIA;Κανονικός
1060910102;ΡΑΚΟΡ ΚΟΛ. 15-15 ΟΡΕΙΧ.Β.Τ.;5,208;TEMAXIA;Κανονικός
1060910101;ΡΑΚΟΡ ΚΟΛ.12-12 ΟΡΕΙΧ.Β.Τ.;5,58;TEMAXIA;Κανονικός
1060810109;ΡΑΚΟΡ ΘΗΛ.28 -11/4 ΟΡΕΙΧ.Β.Τ.;23,56;TEMAXIA;Κανονικός
1060810108;ΡΑΚΟΡ ΘΗΛ.28-1 ΟΡΕΙΧ.Β.Τ.;11,284;TEMAXIA;Κανονικός
1060810107;ΡΑΚΟΡ ΘΗΛ.22-1 ΟΡΕΙΧ.Β.Τ.;11,284;TEMAXIA;Κανονικός
1060810106;ΡΑΚΟΡ ΘΗΛ.22-3/4 ΟΡΕΙΧ.Β.Τ.;12,276;TEMAXIA;Κανονικός
1060810105;ΡΑΚΟΡ ΘΗΛ.18-3/4 ΟΡΕΙΧ.Β.Τ.;10,664;TEMAXIA;Κανονικός
1060810104;ΡΑΚΟΡ ΘΗΛ.15-3/4 ΟΡΕΙΧ.Β.Τ.;6,076;TEMAXIA;Κανονικός
1060810103;ΡΑΚΟΡ ΘΗΛ.18-1/2 ΟΡΕΙΧ.Β.Τ.;8,432;TEMAXIA;Κανονικός
1060810102;ΡΑΚΟΡ ΘΗΛ.15-1/2 ΟΡΕΙΧ.Β.Τ.;7,564;TEMAXIA;Κανονικός
1060810101;ΡΑΚΟΡ ΘΗΛ.12-1/2 ΟΡΕΙΧ.Β.Τ.;5,208;TEMAXIA;Κανονικός
1060710111;ΡΑΚΟΡ ΑΡΣ.35-11/4 ΟΡΕΙΧ.Β.Τ.;47,988;TEMAXIA;Κανονικός
1060710110;ΡΑΚΟΡ ΑΡΣ.28-11/4 ΟΡΕΙΧ.Β.Τ.;18,476;TEMAXIA;Κανονικός
1060710109;ΡΑΚΟΡ ΑΡΣ.28-1 ΟΡΕΙΧ.Β.Τ. O-RING;22,94;TEMAXIA;Κανονικός
1060710108;ΡΑΚΟΡ ΑΡΣ.22-3/4 ΟΡΕΙΧ.Β.Τ.;13,268;TEMAXIA;Κανονικός
1060710107;ΡΑΚΟΡ ΑΡΣ.22-1 ΟΡΕΙΧ.Β.Τ.;15,252;TEMAXIA;Κανονικός
1060710105;ΡΑΚΟΡ ΑΡΣ.18-3/4 ΟΡΕΙΧ.Β.Τ.;9,672;TEMAXIA;Κανονικός
1060710104;ΡΑΚΟΡ ΑΡΣ.15-3/4 ΟΡΕΙΧ.Β.Τ.;5,828;TEMAXIA;Κανονικός
1060710103;ΡΑΚΟΡ ΑΡΣ.18-1/2 ΟΡΕΙΧ.Β.Τ.;8,184;TEMAXIA;Κανονικός
1060710102;ΡΑΚΟΡ ΑΡΣ.15-1/2 ΟΡΕΙΧ.Β.Τ.;7,564;TEMAXIA;Κανονικός
1060710101;ΡΑΚΟΡ ΑΡΣ.12-1/2 ΟΡΕΙΧ.Β.Τ.;4,588;TEMAXIA;Κανονικός
1060601812;ΓΩΝΙΕΣ ΘΗΛ. ΣΤΗΡ.18-1/2 ΟΡΕΙΧ.Β.Τ.;5,704;TEMAXIA;Κανονικός
1060601612;ΓΩΝΙΕΣ ΘΗΛ. ΣΤΗΡ.16-1/2' ΟΡΕΙΧ.Β.Τ.;5,084;TEMAXIA;Κανονικός
1060601512;ΓΩΝΙΕΣ ΘΗΛ.ΣΤΗΡ.15-1/2 ΟΡΕΙΧ.Β.Τ.;1,7481;TEMAXIA;Κανονικός
1060500023;ΤΑΦ ΘΗΛ.22-3/4 ΟΡΕΙΧ.Β.Τ.;13,144;TEMAXIA;Κανονικός
1060500022;ΤΑΦ ΘΗΛ.22-1/2 ΟΡΕΙΧ.Β.Τ.;13,02;TEMAXIA;Κανονικός
1060500018;ΤΑΦ ΘΗΛ.18-1/2 ΟΡΕΙΧ.Β.Τ.;6,076;TEMAXIA;Κανονικός
1060500016;ΤΑΦ ΘΗΛ.16-1/2 ΟΡΕΙΧ.Β.Τ.;3,72;TEMAXIA;Κανονικός
1060500015;ΤΑΦ ΘΗΛ.15-1/2 ΟΡΕΙΧ.Β.Τ.;4,588;TEMAXIA;Κανονικός
1060500012;ΤΑΦ ΘΗΛ.12-1/2 ΟΡΕΙΧ.Β.Τ.;3,596;TEMAXIA;Κανονικός
1060400028;ΓΩΝΙΕΣ ΑΡΣ.28-1 ΟΡΕΙΧ.Β.Τ.;10,292;TEMAXIA;Κανονικός
1060400023;ΓΩΝΙΕΣ ΑΡΣ.22-1 ΟΡΕΙΧ.Β.Τ.;19,716;TEMAXIA;Κανονικός
1060400022;ΓΩΝΙΕΣ ΑΡΣ.22-3/4 ΟΡΕΙΧ.Β.Τ.;11,036;TEMAXIA;Κανονικός
1060400018;ΓΩΝΙΕΣ ΑΡΣ.18-1/2 ΟΡΕΙΧ.Β.Τ.;4,836;TEMAXIA;Κανονικός
1060400016;ΓΩΝΙΕΣ ΑΡΣ.15-3/4 ΟΡΕΙΧ.Β.Τ.;4,464;TEMAXIA;Κανονικός
1060400015;ΓΩΝΙΕΣ ΑΡΣ.15-1/2 ΟΡΕΙΧ.Β.Τ.;3,596;TEMAXIA;Κανονικός
1060400012;ΓΩΝΙΕΣ ΑΡΣ.12-1/2 ΟΡΕΙΧ.Β.Τ.;3,472;TEMAXIA;Κανονικός
1060300028;ΓΩΝΙΕΣ ΘΗΛ.28-1 ΟΡΕΙΧ.Β.Τ.;19,344;TEMAXIA;Κανονικός
1060300023;ΓΩΝΙΕΣ ΘΗΛ.22-3/4 ΟΡΕΙΧ.Β.Τ.;10,416;TEMAXIA;Κανονικός
1060300022;ΓΩΝΙΕΣ ΘΗΛ.22-1 ΟΡΕΙΧ.Β.Τ.;15,624;TEMAXIA;Κανονικός
1060300019;ΓΩΝΙΕΣ ΘΗΛ.18-3/4 ΟΡΕΙΧ.Β.Τ.;7,316;TEMAXIA;Κανονικός
1060300018;ΓΩΝΙΕΣ ΘΗΛ.18-1/2 ΟΡΕΙΧ.Β.Τ.;4,464;TEMAXIA;Κανονικός
1060300017;ΓΩΝΙΕΣ ΘΗΛ.16-1/2 ΟΡΕΙΧ.Β.Τ.;5,704;TEMAXIA;Κανονικός
1060300016;ΓΩΝΙΕΣ ΘΗΛ.15-3/4 ΟΡΕΙΧ.Β.Τ.;7,936;TEMAXIA;Κανονικός
1060300015;ΓΩΝΙΕΣ ΘΗΛ.15-1/2 ΟΡΕΙΧ.Β.Τ.;3,472;TEMAXIA;Κανονικός
1060200064;ΜΑΣΤΟΙ ΘΗΛ.64-2 ΟΡΕΙΧ.Β.Τ.;44,3589;TEMAXIA;Κανονικός
1060200056;ΜΑΣΤΟΙ ΘΗΛ.54-21/2 ΟΡΕΙΧ.Β.Τ.;21,4347;TEMAXIA;Κανονικός
1060200055;ΜΑΣΤΟΙ ΘΗΛ.54-2 ΟΡΕΙΧ.Β.Τ.;17,112;TEMAXIA;Κανονικός
1060200054;ΜΑΣΤΟΙ ΘΗΛ.54-11/2 ΟΡΕΙΧ.Β.Τ.;26,04;TEMAXIA;Κανονικός
1060200044;ΜΑΣΤΟΙ ΘΗΛ.42-2 ΟΡΕΙΧ.Β.Τ.;12,772;TEMAXIA;Κανονικός
